Node: gpu001.aire.lee.alces.network
CUDA devices:
Thu Feb 12 11:54:06 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L40S                    On  |   00000000:C4:00.0 Off |                    0 |
| N/A   35C    P8             34W /  350W |       1MiB /  46068MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
[1505/2200] Done: Predicted=None
[1506/2200] Done: Predicted=PHISHING
[1507/2200] Done: Predicted=PHISHING
[1508/2200] Done: Predicted=LEGITIMATE
[1509/2200] Done: Predicted=PHISHING
[1510/2200] Done: Predicted=PHISHING
[1511/2200] Done: Predicted=PHISHING
[1512/2200] Done: Predicted=None
[1513/2200] Done: Predicted=None
[1514/2200] Done: Predicted=LEGITIMATE
[1515/2200] Done: Predicted=LEGITIMATE
[1516/2200] Done: Predicted=PHISHING
[1517/2200] Done: Predicted=PHISHING
[1518/2200] Done: Predicted=PHISHING
[1519/2200] Done: Predicted=LEGITIMATE
[1520/2200] Done: Predicted=PHISHING
[1521/2200] Done: Predicted=LEGITIMATE
[1522/2200] Done: Predicted=LEGITIMATE
[1523/2200] Done: Predicted=PHISHING
[1524/2200] Done: Predicted=LEGITIMATE
[1525/2200] Done: Predicted=PHISHING
[1526/2200] Done: Predicted=LEGITIMATE
[1527/2200] Done: Predicted=PHISHING
[1528/2200] Done: Predicted=PHISHING
[1529/2200] Done: Predicted=None
[1530/2200] Done: Predicted=None
[1531/2200] Done: Predicted=LEGITIMATE
[1532/2200] Done: Predicted=LEGITIMATE
[1533/2200] Done: Predicted=LEGITIMATE
[1534/2200] Done: Predicted=LEGITIMATE
[1535/2200] Done: Predicted=LEGITIMATE
[1536/2200] Done: Predicted=PHISHING
[1537/2200] Done: Predicted=PHISHING
[1538/2200] Done: Predicted=None
[1539/2200] Done: Predicted=LEGITIMATE
[1540/2200] Done: Predicted=None
[1541/2200] Done: Predicted=PHISHING
[1542/2200] Done: Predicted=None
[1543/2200] Done: Predicted=LEGITIMATE
[1544/2200] Done: Predicted=PHISHING
[1545/2200] Done: Predicted=LEGITIMATE
[1546/2200] Done: Predicted=PHISHING
[1547/2200] Done: Predicted=PHISHING
[1548/2200] Done: Predicted=PHISHING
[1549/2200] Done: Predicted=PHISHING
[1550/2200] Done: Predicted=PHISHING
[1551/2200] Done: Predicted=LEGITIMATE
[1552/2200] Done: Predicted=LEGITIMATE
[1553/2200] Done: Predicted=None
[1554/2200] Done: Predicted=PHISHING
[1555/2200] Done: Predicted=PHISHING
[1556/2200] Done: Predicted=PHISHING
[1557/2200] Done: Predicted=LEGITIMATE
[1558/2200] Done: Predicted=None
[1559/2200] Done: Predicted=PHISHING
[1560/2200] Done: Predicted=PHISHING
[1561/2200] Done: Predicted=LEGITIMATE
[1562/2200] Done: Predicted=PHISHING
[1563/2200] Done: Predicted=LEGITIMATE
[1564/2200] Done: Predicted=None
[1565/2200] Done: Predicted=LEGITIMATE
[1566/2200] Done: Predicted=PHISHING
[1567/2200] Done: Predicted=PHISHING
[1568/2200] Done: Predicted=None
[1569/2200] Done: Predicted=LEGITIMATE
[1570/2200] Done: Predicted=PHISHING
[1571/2200] Done: Predicted=LEGITIMATE
[1572/2200] Done: Predicted=PHISHING
[1573/2200] Done: Predicted=PHISHING
[1574/2200] Done: Predicted=LEGITIMATE
[1575/2200] Done: Predicted=PHISHING
[1576/2200] Done: Predicted=PHISHING
[1577/2200] Done: Predicted=PHISHING
[1578/2200] Done: Predicted=LEGITIMATE
[1579/2200] Done: Predicted=PHISHING
[1580/2200] Done: Predicted=None
[1581/2200] Done: Predicted=PHISHING
[1582/2200] Done: Predicted=PHISHING
[1583/2200] Done: Predicted=PHISHING
[1584/2200] Done: Predicted=None
[1585/2200] Done: Predicted=PHISHING
[1586/2200] Done: Predicted=None
[1587/2200] Done: Predicted=PHISHING
[1588/2200] Done: Predicted=PHISHING
[1589/2200] Done: Predicted=LEGITIMATE
[1590/2200] Done: Predicted=LEGITIMATE
[1591/2200] Done: Predicted=LEGITIMATE
[1592/2200] Done: Predicted=PHISHING
[1593/2200] Done: Predicted=PHISHING
[1594/2200] Done: Predicted=LEGITIMATE
[1595/2200] Done: Predicted=PHISHING
[1596/2200] Done: Predicted=LEGITIMATE
[1597/2200] Done: Predicted=LEGITIMATE
[1598/2200] Done: Predicted=PHISHING
[1599/2200] Done: Predicted=None
[1600/2200] Done: Predicted=PHISHING
[1601/2200] Done: Predicted=PHISHING
[1602/2200] Done: Predicted=PHISHING
[1603/2200] Done: Predicted=PHISHING
[1604/2200] Done: Predicted=LEGITIMATE
[1605/2200] Done: Predicted=PHISHING
[1606/2200] Done: Predicted=LEGITIMATE
[1607/2200] Done: Predicted=None
[1608/2200] Done: Predicted=LEGITIMATE
[1609/2200] Done: Predicted=LEGITIMATE
[1610/2200] Done: Predicted=PHISHING
[1611/2200] Done: Predicted=None
[1612/2200] Done: Predicted=None
[1613/2200] Done: Predicted=LEGITIMATE
[1614/2200] Done: Predicted=LEGITIMATE
[1615/2200] Done: Predicted=PHISHING
[1616/2200] Done: Predicted=LEGITIMATE
[1617/2200] Done: Predicted=PHISHING
[1618/2200] Done: Predicted=LEGITIMATE
[1619/2200] Done: Predicted=None
[1620/2200] Done: Predicted=LEGITIMATE
[1621/2200] Done: Predicted=LEGITIMATE
[1622/2200] Done: Predicted=LEGITIMATE
[1623/2200] Done: Predicted=PHISHING
[1624/2200] Done: Predicted=None
[1625/2200] Done: Predicted=PHISHING
[1626/2200] Done: Predicted=LEGITIMATE
[1627/2200] Done: Predicted=PHISHING
[1628/2200] Done: Predicted=LEGITIMATE
[1629/2200] Done: Predicted=PHISHING
[1630/2200] Done: Predicted=PHISHING
[1631/2200] Done: Predicted=LEGITIMATE
[1632/2200] Done: Predicted=LEGITIMATE
[1633/2200] Done: Predicted=None
[1634/2200] Done: Predicted=PHISHING
[1635/2200] Done: Predicted=LEGITIMATE
[1636/2200] Done: Predicted=None
[1637/2200] Done: Predicted=PHISHING
[1638/2200] Done: Predicted=PHISHING
[1639/2200] Done: Predicted=LEGITIMATE
[1640/2200] Done: Predicted=PHISHING
[1641/2200] Done: Predicted=PHISHING
[1642/2200] Done: Predicted=None
[1643/2200] Done: Predicted=LEGITIMATE
[1644/2200] Done: Predicted=LEGITIMATE
[1645/2200] Done: Predicted=PHISHING
[1646/2200] Done: Predicted=PHISHING
[1647/2200] Done: Predicted=PHISHING
[1648/2200] Done: Predicted=LEGITIMATE
[1649/2200] Done: Predicted=PHISHING
[1650/2200] Done: Predicted=PHISHING
[1651/2200] Done: Predicted=PHISHING
[1652/2200] Done: Predicted=LEGITIMATE
[1653/2200] Done: Predicted=None
[1654/2200] Done: Predicted=PHISHING
[1655/2200] Done: Predicted=PHISHING
[1656/2200] Done: Predicted=None
[1657/2200] Done: Predicted=None
[1658/2200] Done: Predicted=PHISHING
[1659/2200] Done: Predicted=None
[1660/2200] Done: Predicted=LEGITIMATE
[1661/2200] Done: Predicted=None
[1662/2200] Done: Predicted=LEGITIMATE
[1663/2200] Done: Predicted=PHISHING
[1664/2200] Done: Predicted=PHISHING
[1665/2200] Done: Predicted=PHISHING
[1666/2200] Done: Predicted=None
[1667/2200] Done: Predicted=PHISHING
[1668/2200] Done: Predicted=PHISHING
[1669/2200] Done: Predicted=LEGITIMATE
[1670/2200] Done: Predicted=PHISHING
[1671/2200] Done: Predicted=PHISHING
[1672/2200] Done: Predicted=LEGITIMATE
[1673/2200] Done: Predicted=LEGITIMATE
[1674/2200] Done: Predicted=LEGITIMATE
[1675/2200] Done: Predicted=LEGITIMATE
[1676/2200] Done: Predicted=LEGITIMATE
[1677/2200] Done: Predicted=PHISHING
[1678/2200] Done: Predicted=PHISHING
[1679/2200] Done: Predicted=None
[1680/2200] Done: Predicted=PHISHING
[1681/2200] Done: Predicted=PHISHING
[1682/2200] Done: Predicted=PHISHING
[1683/2200] Done: Predicted=PHISHING
[1684/2200] Done: Predicted=None
[1685/2200] Done: Predicted=LEGITIMATE
[1686/2200] Done: Predicted=PHISHING
[1687/2200] Done: Predicted=None
[1688/2200] Done: Predicted=LEGITIMATE
[1689/2200] Done: Predicted=PHISHING
[1690/2200] Done: Predicted=None
[1691/2200] Done: Predicted=PHISHING
[1692/2200] Done: Predicted=None
[1693/2200] Done: Predicted=LEGITIMATE
[1694/2200] Done: Predicted=LEGITIMATE
[1695/2200] Done: Predicted=PHISHING
[1696/2200] Done: Predicted=PHISHING
[1697/2200] Done: Predicted=PHISHING
[1698/2200] Done: Predicted=PHISHING
[1699/2200] Done: Predicted=PHISHING
[1700/2200] Done: Predicted=PHISHING
[1701/2200] Done: Predicted=PHISHING
[1702/2200] Done: Predicted=LEGITIMATE
[1703/2200] Done: Predicted=None
[1704/2200] Done: Predicted=LEGITIMATE
[1705/2200] Done: Predicted=PHISHING
[1706/2200] Done: Predicted=PHISHING
[1707/2200] Done: Predicted=LEGITIMATE
[1708/2200] Done: Predicted=LEGITIMATE
[1709/2200] Done: Predicted=PHISHING
[1710/2200] Done: Predicted=None
[1711/2200] Done: Predicted=None
[1712/2200] Done: Predicted=PHISHING
[1713/2200] Done: Predicted=PHISHING
[1714/2200] Done: Predicted=LEGITIMATE
[1715/2200] Done: Predicted=PHISHING
[1716/2200] Done: Predicted=LEGITIMATE
[1717/2200] Done: Predicted=PHISHING
[1718/2200] Done: Predicted=PHISHING
[1719/2200] Done: Predicted=PHISHING
[1720/2200] Done: Predicted=PHISHING
[1721/2200] Done: Predicted=LEGITIMATE
[1722/2200] Done: Predicted=PHISHING
[1723/2200] Done: Predicted=PHISHING
[1724/2200] Done: Predicted=PHISHING
[1725/2200] Done: Predicted=LEGITIMATE
[1726/2200] Done: Predicted=LEGITIMATE
[1727/2200] Done: Predicted=LEGITIMATE
[1728/2200] Done: Predicted=PHISHING
[1729/2200] Done: Predicted=LEGITIMATE
[1730/2200] Done: Predicted=PHISHING
[1731/2200] Done: Predicted=PHISHING
[1732/2200] Done: Predicted=PHISHING
[1733/2200] Done: Predicted=PHISHING
[1734/2200] Done: Predicted=LEGITIMATE
[1735/2200] Done: Predicted=PHISHING
[1736/2200] Done: Predicted=LEGITIMATE
[1737/2200] Done: Predicted=LEGITIMATE
[1738/2200] Done: Predicted=PHISHING
[1739/2200] Done: Predicted=PHISHING
[1740/2200] Done: Predicted=None
[1741/2200] Done: Predicted=PHISHING
[1742/2200] Done: Predicted=PHISHING
[1743/2200] Done: Predicted=LEGITIMATE
[1744/2200] Done: Predicted=PHISHING
[1745/2200] Done: Predicted=LEGITIMATE
[1746/2200] Done: Predicted=LEGITIMATE
[1747/2200] Done: Predicted=PHISHING
[1748/2200] Done: Predicted=PHISHING
[1749/2200] Done: Predicted=LEGITIMATE
[1750/2200] Done: Predicted=None
[1751/2200] Done: Predicted=PHISHING
[1752/2200] Done: Predicted=PHISHING
[1753/2200] Done: Predicted=None
[1754/2200] Done: Predicted=None
[1755/2200] Done: Predicted=PHISHING
[1756/2200] Done: Predicted=LEGITIMATE
[1757/2200] Done: Predicted=None
[1758/2200] Done: Predicted=PHISHING
[1759/2200] Done: Predicted=PHISHING
[1760/2200] Done: Predicted=PHISHING
[1761/2200] Done: Predicted=None
[1762/2200] Done: Predicted=LEGITIMATE
[1763/2200] Done: Predicted=PHISHING
[1764/2200] Done: Predicted=LEGITIMATE
[1765/2200] Done: Predicted=PHISHING
[1766/2200] Done: Predicted=LEGITIMATE
[1767/2200] Done: Predicted=PHISHING
[1768/2200] Done: Predicted=LEGITIMATE
[1769/2200] Done: Predicted=PHISHING
[1770/2200] Done: Predicted=PHISHING
[1771/2200] Done: Predicted=PHISHING
[1772/2200] Done: Predicted=PHISHING
[1773/2200] Done: Predicted=PHISHING
[1774/2200] Done: Predicted=PHISHING
[1775/2200] Done: Predicted=PHISHING
[1776/2200] Done: Predicted=PHISHING
[1777/2200] Done: Predicted=PHISHING
[1778/2200] Done: Predicted=PHISHING
[1779/2200] Done: Predicted=PHISHING
[1780/2200] Done: Predicted=PHISHING
[1781/2200] Done: Predicted=LEGITIMATE
[1782/2200] Done: Predicted=LEGITIMATE
[1783/2200] Done: Predicted=LEGITIMATE
[1784/2200] Done: Predicted=None
[1785/2200] Done: Predicted=PHISHING
[1786/2200] Done: Predicted=None
[1787/2200] Done: Predicted=LEGITIMATE
[1788/2200] Done: Predicted=None
[1789/2200] Done: Predicted=PHISHING
[1790/2200] Done: Predicted=LEGITIMATE
[1791/2200] Done: Predicted=PHISHING
[1792/2200] Done: Predicted=PHISHING
[1793/2200] Done: Predicted=PHISHING
[1794/2200] Done: Predicted=PHISHING
[1795/2200] Done: Predicted=None
[1796/2200] Done: Predicted=PHISHING
[1797/2200] Done: Predicted=LEGITIMATE
[1798/2200] Done: Predicted=PHISHING
[1799/2200] Done: Predicted=LEGITIMATE
[1800/2200] Done: Predicted=PHISHING
[1801/2200] Done: Predicted=PHISHING
[1802/2200] Done: Predicted=PHISHING
[1803/2200] Done: Predicted=PHISHING
[1804/2200] Done: Predicted=PHISHING
[1805/2200] Done: Predicted=PHISHING
[1806/2200] Done: Predicted=PHISHING
[1807/2200] Done: Predicted=LEGITIMATE
[1808/2200] Done: Predicted=LEGITIMATE
[1809/2200] Done: Predicted=PHISHING
[1810/2200] Done: Predicted=PHISHING
[1811/2200] Done: Predicted=LEGITIMATE
[1812/2200] Done: Predicted=PHISHING
[1813/2200] Done: Predicted=PHISHING
[1814/2200] Done: Predicted=LEGITIMATE
[1815/2200] Done: Predicted=LEGITIMATE
[1816/2200] Done: Predicted=LEGITIMATE
[1817/2200] Done: Predicted=PHISHING
[1818/2200] Done: Predicted=PHISHING
[1819/2200] Done: Predicted=LEGITIMATE
[1820/2200] Done: Predicted=LEGITIMATE
[1821/2200] Done: Predicted=LEGITIMATE
[1822/2200] Done: Predicted=None
[1823/2200] Done: Predicted=PHISHING
[1824/2200] Done: Predicted=LEGITIMATE
[1825/2200] Done: Predicted=PHISHING
[1826/2200] Done: Predicted=LEGITIMATE
[1827/2200] Done: Predicted=PHISHING
[1828/2200] Done: Predicted=LEGITIMATE
[1829/2200] Done: Predicted=None
[1830/2200] Done: Predicted=None
[1831/2200] Done: Predicted=LEGITIMATE
[1832/2200] Done: Predicted=PHISHING
[1833/2200] Done: Predicted=None
[1834/2200] Done: Predicted=PHISHING
[1835/2200] Done: Predicted=None
[1836/2200] Done: Predicted=PHISHING
[1837/2200] Done: Predicted=LEGITIMATE
[1838/2200] Done: Predicted=LEGITIMATE
[1839/2200] Done: Predicted=LEGITIMATE
[1840/2200] Done: Predicted=None
[1841/2200] Done: Predicted=PHISHING
[1842/2200] Done: Predicted=None
[1843/2200] Done: Predicted=PHISHING
[1844/2200] Done: Predicted=LEGITIMATE
[1845/2200] Done: Predicted=LEGITIMATE
[1846/2200] Done: Predicted=None
[1847/2200] Done: Predicted=None
[1848/2200] Done: Predicted=None
[1849/2200] Done: Predicted=PHISHING
[1850/2200] Done: Predicted=PHISHING
[1851/2200] Done: Predicted=PHISHING
[1852/2200] Done: Predicted=PHISHING
[1853/2200] Done: Predicted=LEGITIMATE
[1854/2200] Done: Predicted=PHISHING
[1855/2200] Done: Predicted=LEGITIMATE
[1856/2200] Done: Predicted=LEGITIMATE
[1857/2200] Done: Predicted=None
[1858/2200] Done: Predicted=PHISHING
[1859/2200] Done: Predicted=None
[1860/2200] Done: Predicted=LEGITIMATE
[1861/2200] Done: Predicted=PHISHING
[1862/2200] Done: Predicted=PHISHING
[1863/2200] Done: Predicted=PHISHING
[1864/2200] Done: Predicted=PHISHING
[1865/2200] Done: Predicted=PHISHING
[1866/2200] Done: Predicted=PHISHING
[1867/2200] Done: Predicted=None
[1868/2200] Done: Predicted=PHISHING
[1869/2200] Done: Predicted=PHISHING
[1870/2200] Done: Predicted=LEGITIMATE
[1871/2200] Done: Predicted=LEGITIMATE
[1872/2200] Done: Predicted=PHISHING
[1873/2200] Done: Predicted=LEGITIMATE
[1874/2200] Done: Predicted=PHISHING
[1875/2200] Done: Predicted=LEGITIMATE
[1876/2200] Done: Predicted=None
[1877/2200] Done: Predicted=PHISHING
[1878/2200] Done: Predicted=PHISHING
[1879/2200] Done: Predicted=PHISHING
[1880/2200] Done: Predicted=None
[1881/2200] Done: Predicted=PHISHING
[1882/2200] Done: Predicted=None
[1883/2200] Done: Predicted=PHISHING
[1884/2200] Done: Predicted=PHISHING
[1885/2200] Done: Predicted=PHISHING
[1886/2200] Done: Predicted=LEGITIMATE
[1887/2200] Done: Predicted=None
[1888/2200] Done: Predicted=None
[1889/2200] Done: Predicted=PHISHING
[1890/2200] Done: Predicted=None
[1891/2200] Done: Predicted=LEGITIMATE
[1892/2200] Done: Predicted=PHISHING
[1893/2200] Done: Predicted=PHISHING
[1894/2200] Done: Predicted=PHISHING
[1895/2200] Done: Predicted=None
[1896/2200] Done: Predicted=PHISHING
[1897/2200] Done: Predicted=None
[1898/2200] Done: Predicted=PHISHING
[1899/2200] Done: Predicted=PHISHING
[1900/2200] Done: Predicted=LEGITIMATE
[1901/2200] Done: Predicted=PHISHING
[1902/2200] Done: Predicted=PHISHING
[1903/2200] Done: Predicted=None
[1904/2200] Done: Predicted=None
[1905/2200] Done: Predicted=PHISHING
[1906/2200] Done: Predicted=LEGITIMATE
[1907/2200] Done: Predicted=PHISHING
[1908/2200] Done: Predicted=PHISHING
[1909/2200] Done: Predicted=PHISHING
[1910/2200] Done: Predicted=None
[1911/2200] Done: Predicted=PHISHING
[1912/2200] Done: Predicted=None
[1913/2200] Done: Predicted=None
[1914/2200] Done: Predicted=PHISHING
[1915/2200] Done: Predicted=PHISHING
[1916/2200] Done: Predicted=PHISHING
[1917/2200] Done: Predicted=PHISHING
[1918/2200] Done: Predicted=PHISHING
[1919/2200] Done: Predicted=None
[1920/2200] Done: Predicted=PHISHING
[1921/2200] Done: Predicted=PHISHING
[1922/2200] Done: Predicted=LEGITIMATE
[1923/2200] Done: Predicted=None
[1924/2200] Done: Predicted=LEGITIMATE
[1925/2200] Done: Predicted=LEGITIMATE
[1926/2200] Done: Predicted=PHISHING
[1927/2200] Done: Predicted=PHISHING
[1928/2200] Done: Predicted=LEGITIMATE
[1929/2200] Done: Predicted=LEGITIMATE
[1930/2200] Done: Predicted=None
[1931/2200] Done: Predicted=None
[1932/2200] Done: Predicted=None
[1933/2200] Done: Predicted=PHISHING
[1934/2200] Done: Predicted=LEGITIMATE
[1935/2200] Done: Predicted=LEGITIMATE
[1936/2200] Done: Predicted=PHISHING
[1937/2200] Done: Predicted=LEGITIMATE
[1938/2200] Done: Predicted=LEGITIMATE
[1939/2200] Done: Predicted=LEGITIMATE
[1940/2200] Done: Predicted=LEGITIMATE
[1941/2200] Done: Predicted=PHISHING
[1942/2200] Done: Predicted=PHISHING
[1943/2200] Done: Predicted=None
[1944/2200] Done: Predicted=LEGITIMATE
[1945/2200] Done: Predicted=None
[1946/2200] Done: Predicted=PHISHING
[1947/2200] Done: Predicted=LEGITIMATE
[1948/2200] Done: Predicted=LEGITIMATE
[1949/2200] Done: Predicted=PHISHING
[1950/2200] Done: Predicted=None
[1951/2200] Done: Predicted=LEGITIMATE
[1952/2200] Done: Predicted=LEGITIMATE
[1953/2200] Done: Predicted=LEGITIMATE
[1954/2200] Done: Predicted=LEGITIMATE
[1955/2200] Done: Predicted=None
[1956/2200] Done: Predicted=LEGITIMATE
[1957/2200] Done: Predicted=LEGITIMATE
[1958/2200] Done: Predicted=LEGITIMATE
[1959/2200] Done: Predicted=LEGITIMATE
[1960/2200] Done: Predicted=PHISHING
[1961/2200] Done: Predicted=PHISHING
[1962/2200] Done: Predicted=None
[1963/2200] Done: Predicted=LEGITIMATE
[1964/2200] Done: Predicted=PHISHING
[1965/2200] Done: Predicted=PHISHING
[1966/2200] Done: Predicted=LEGITIMATE
[1967/2200] Done: Predicted=PHISHING
[1968/2200] Done: Predicted=PHISHING
[1969/2200] Done: Predicted=LEGITIMATE
[1970/2200] Done: Predicted=PHISHING
[1971/2200] Done: Predicted=PHISHING
[1972/2200] Done: Predicted=PHISHING
[1973/2200] Done: Predicted=PHISHING
[1974/2200] Done: Predicted=LEGITIMATE
[1975/2200] Done: Predicted=LEGITIMATE
[1976/2200] Done: Predicted=None
[1977/2200] Done: Predicted=LEGITIMATE
[1978/2200] Done: Predicted=LEGITIMATE
[1979/2200] Done: Predicted=PHISHING
[1980/2200] Done: Predicted=PHISHING
[1981/2200] Done: Predicted=None
[1982/2200] Done: Predicted=PHISHING
[1983/2200] Done: Predicted=PHISHING
[1984/2200] Done: Predicted=PHISHING
[1985/2200] Done: Predicted=PHISHING
[1986/2200] Done: Predicted=PHISHING
[1987/2200] Done: Predicted=PHISHING
[1988/2200] Done: Predicted=PHISHING
[1989/2200] Done: Predicted=PHISHING
[1990/2200] Done: Predicted=PHISHING
[1991/2200] Done: Predicted=PHISHING
[1992/2200] Done: Predicted=PHISHING
[1993/2200] Done: Predicted=PHISHING
[1994/2200] Done: Predicted=PHISHING
[1995/2200] Done: Predicted=PHISHING
[1996/2200] Done: Predicted=PHISHING
[1997/2200] Done: Predicted=PHISHING
[1998/2200] Done: Predicted=PHISHING
[1999/2200] Done: Predicted=PHISHING
[2000/2200] Done: Predicted=PHISHING
[2001/2200] Done: Predicted=None
[2002/2200] Done: Predicted=PHISHING
[2003/2200] Done: Predicted=None
[2004/2200] Done: Predicted=LEGITIMATE
[2005/2200] Done: Predicted=LEGITIMATE
[2006/2200] Done: Predicted=None
[2007/2200] Done: Predicted=PHISHING
[2008/2200] Done: Predicted=PHISHING
[2009/2200] Done: Predicted=PHISHING
[2010/2200] Done: Predicted=PHISHING
[2011/2200] Done: Predicted=None
[2012/2200] Done: Predicted=None
[2013/2200] Done: Predicted=PHISHING
[2014/2200] Done: Predicted=LEGITIMATE
[2015/2200] Done: Predicted=PHISHING
[2016/2200] Done: Predicted=PHISHING
[2017/2200] Done: Predicted=PHISHING
[2018/2200] Done: Predicted=LEGITIMATE
[2019/2200] Done: Predicted=None
[2020/2200] Done: Predicted=LEGITIMATE
[2021/2200] Done: Predicted=LEGITIMATE
[2022/2200] Done: Predicted=LEGITIMATE
[2023/2200] Done: Predicted=PHISHING
[2024/2200] Done: Predicted=LEGITIMATE
[2025/2200] Done: Predicted=LEGITIMATE
[2026/2200] Done: Predicted=None
[2027/2200] Done: Predicted=PHISHING
[2028/2200] Done: Predicted=PHISHING
[2029/2200] Done: Predicted=LEGITIMATE
[2030/2200] Done: Predicted=LEGITIMATE
[2031/2200] Done: Predicted=PHISHING
[2032/2200] Done: Predicted=PHISHING
[2033/2200] Done: Predicted=None
[2034/2200] Done: Predicted=None
[2035/2200] Done: Predicted=None
[2036/2200] Done: Predicted=PHISHING
[2037/2200] Done: Predicted=LEGITIMATE
[2038/2200] Done: Predicted=None
[2039/2200] Done: Predicted=PHISHING
[2040/2200] Done: Predicted=PHISHING
[2041/2200] Done: Predicted=None
[2042/2200] Done: Predicted=LEGITIMATE
[2043/2200] Done: Predicted=PHISHING
[2044/2200] Done: Predicted=None
[2045/2200] Done: Predicted=PHISHING
[2046/2200] Done: Predicted=PHISHING
[2047/2200] Done: Predicted=LEGITIMATE
[2048/2200] Done: Predicted=LEGITIMATE
[2049/2200] Done: Predicted=LEGITIMATE
[2050/2200] Done: Predicted=PHISHING
[2051/2200] Done: Predicted=None
[2052/2200] Done: Predicted=LEGITIMATE
[2053/2200] Done: Predicted=PHISHING
[2054/2200] Done: Predicted=PHISHING
[2055/2200] Done: Predicted=PHISHING
[2056/2200] Done: Predicted=PHISHING
[2057/2200] Done: Predicted=PHISHING
[2058/2200] Done: Predicted=PHISHING
[2059/2200] Done: Predicted=PHISHING
[2060/2200] Done: Predicted=PHISHING
[2061/2200] Done: Predicted=None
[2062/2200] Done: Predicted=PHISHING
[2063/2200] Done: Predicted=None
[2064/2200] Done: Predicted=LEGITIMATE
[2065/2200] Done: Predicted=PHISHING
[2066/2200] Done: Predicted=PHISHING
[2067/2200] Done: Predicted=LEGITIMATE
[2068/2200] Done: Predicted=PHISHING
[2069/2200] Done: Predicted=PHISHING
[2070/2200] Done: Predicted=PHISHING
[2071/2200] Done: Predicted=PHISHING
[2072/2200] Done: Predicted=PHISHING
[2073/2200] Done: Predicted=LEGITIMATE
[2074/2200] Done: Predicted=PHISHING
[2075/2200] Done: Predicted=LEGITIMATE
[2076/2200] Done: Predicted=PHISHING
[2077/2200] Done: Predicted=PHISHING
[2078/2200] Done: Predicted=PHISHING
[2079/2200] Done: Predicted=PHISHING
[2080/2200] Done: Predicted=LEGITIMATE
